Architecture,Application Type,Development Type,Development Platform,Language Type,Relative Size,Used Methodology,Agile Method Used,Resource Level,Package Customisation,Industry Sector,Effort,Project Elapsed Time,Project Inactive Time,Duration
,not recorded ,Enhancement,,,M1,,,1,,Medical & Health Care,5944,15,,15
Stand alone,,Enhancement,MF,3GL,M1,,,2,No,Manufacturing,619,5,,5
Stand alone,Telecom & network management ,Enhancement,MF,3GL,M2,,,1,No,Communication,691,4,,4
Client server,,New Development,PC,3GL,M2,,,4,,,4160,12,,12
Client server,Transaction/Production System ,New Development,MF,4GL,M1,,,1,No,Communication,1178,3,,3
,,New Development,PC,3GL,M2,Yes,,1,,Government,683,13,4,13
,Transaction/Production System ,New Development,MF,4GL,M1,Yes,,1,No,Banking,2537,7,0,7
Client server,Car electronic design ,Enhancement,PC,4GL,M2,Yes,,3,Yes,Manufacturing,8468,24.3,,24.3
,,New Development,,,M1,Don't Know,,1,Don't Know,,546,2,0,2
Multi-tier,,New Development,MF,4GL,M2,,,1,No,Manufacturing,1155,,,
,Financial transaction process/accounting ,Enhancement,MF,3GL,S,Yes,,1,,Financial,107,,,
Stand alone,,Enhancement,MF,3GL,S,,,1,,Electronics & Computers,662,6,,6
Stand alone,Telecom & network management ,New Development,MR,,S,,,1,,Communication,548,,,
,Financial transaction process/accounting ,Enhancement,MF,3GL,XS,,,1,,Banking,1773,,,
Client server,Telecom & network management ,New Development,Multi,3GL,,Yes,,1,,Government,12443,7.8,,7.8
Stand alone,Transaction/Production System ,Enhancement,MF,3GL,S,Yes,,1,,Government,391,2,,2
,,Enhancement,,3GL,,Yes,,4,,Manufacturing,1700,5,0,5
Client server,Financial transaction process/accounting ,New Development,MR,3GL,S,Yes,,4,,Insurance,947,12,4,12
Stand alone,Management Information System ,Enhancement,MR,3GL,S,Yes,,1,,Communication,1327,8,,8
,not recorded ,Enhancement,,,S,,,1,,Medical & Health Care,6220,17,,17
,Marketing systems ,Enhancement,MF,4GL,S,Yes,,1,,Communication,451,3.2,1,3.2
,Office Automation ,Enhancement,PC,3GL,L,Yes,,1,No,Financial,13282,12,0,12
Client server,Management or performance reporting Online analysis and reporting ,New Development,Multi,,M2,Yes,,1,,Service Industry,3068,12,0,12
,Management Information System ,New Development,MR,4GL,L,Yes,,1,No,Utilities,1210,15,,15
,,Enhancement,MF,3GL,S,Yes,,1,,Insurance,968,5,2,5
Multi-tier / Client server,Trading ,New Development,Multi,4GL,M1,Don't Know,,1,No,Electronics & Computers,1093,6.9,0,6.9
,Management of Licences and Permits ,Enhancement,Multi,3GL,M1,Yes,,1,,Government,2298,9,,9
,Financial transaction process/accounting ,Enhancement,MF,3GL,S,,,1,,Banking,2421,10.3,,10.3
Client server,Financial transaction process/accounting Online analysis and reporting ,New Development,Multi,4GL,M2,Yes,,1,,Government,18825,21,0,21
,not recorded ,Enhancement,,,S,,,1,,Medical & Health Care,3044,10,,10
,Management Information System ,Enhancement,,4GL,L,Yes,,1,,Communication,19029,12,,12
Stand alone,Surveillance and security ,Enhancement,PC,3GL,XXS,,Yes,1,,Banking,9,12,,12
,,New Development,Multi,4GL,M1,Yes,,1,,Government,764,14,5,14
Client server,Client Server ,New Development,Multi,4GL,L,,,4,,Banking,10293,6.3,,6.3
Client server,Management or performance reporting ,New Development,MR,3GL,,Yes,,1,,Wholesale & Retail,4301,1.6,,1.6
,not recorded ,Enhancement,,,XS,,,1,,Medical & Health Care,2397,12,,12
,Web-based Application ,New Development,PC,3GL,,,,4,,Banking,3360,7.5,,7.5
Multi-tier / Client server,Software for machine control ,New Development,Multi,3GL,M2,Don't Know,,1,No,Manufacturing,2519,3,0,3
,Financial transaction process/accounting ,Enhancement,MF,3GL,XS,Don't Know,,1,No,Banking,3002,13,0,13
Multi-tier,Customer relationship management ,Enhancement,Multi,4GL,S,,,1,,Communication,90,4.8,,4.8
Multi-tier,Data Warehouse system ,Enhancement,Multi,3GL,S,,,1,,Communication,130,3.5,,3.5
Stand alone,Management Information System ,Re-development,MF,3GL,M2,Yes,,4,No,,10901,,,
Client server,Transaction/Production System ,Enhancement,MR,3GL,M2,No,,1,,Communication,7080,8,,8
Multi-tier / Client server,Financial application area ,New Development,Multi,4GL,M1,Yes,,1,,,2960,7.1,,7.1
Client server,Logistic or supply planning & control Stock control & order processing Complex process control ,New Development,Multi,4GL,M1,Yes,,4,,Manufacturing,3638,9,1,9
,Stock control & order processing ,Enhancement,,3GL,M1,Yes,,1,,Wholesale & Retail,7837,,,
Client server,,New Development,Multi,3GL,M2,,,1,,Service Industry,6031,8,,8
,,Enhancement,MF,3GL,XS,,,1,,,3694,7.2,,7.2
Stand alone,,Enhancement,MF,3GL,M2,,,2,No,Manufacturing,2395,10,,10
Stand alone,Office Information System ,New Development,PC,,M2,No,,1,No,Financial,1050,10,,10
,Trading ,Enhancement,,3GL,M1,Yes,,1,,Professional Services,1853,,,
,Financial transaction process/accounting ,Enhancement,MF,4GL,S,Yes,,1,,Financial,711,,,
,Web Content & Middleware ,Enhancement,PC,3GL,S,Yes,,1,No,Financial,120,6,0,6
,Management Information System ,Enhancement,,4GL,S,Yes,,1,,Communication,2098,4,,4
,Stock control & order processing ,Enhancement,PC,4GL,M2,Yes,,1,No,Professional Services,1204,5.3,0,5.3
Stand alone,Transaction/Production System ,Enhancement,PC,4GL,M1,Yes,,1,,Communication,1902,4,,4
Client server,resources Management ,New Development,Multi,4GL,L,Yes,,3,Yes,Manufacturing,16600,8.5,0,8.5
,Financial transaction process/accounting ,New Development,Multi,3GL,M1,Yes,,1,,,3007,7.8,,7.8
,Financial transaction process/accounting ,New Development,PC,,M1,Don't Know,,1,No,Professional Services,1461,5.9,0,5.9
Stand alone,Business Workflow support & management ,Enhancement,MF,3GL,S,Yes,,1,,Communication,656,2,,2
Multi-tier / Client server,Financial application area ,New Development,Multi,4GL,M2,Yes,,1,,,20404,16,,16
,Financial transaction process/accounting ,Enhancement,MF,3GL,M2,,,1,,Banking,3386,17.5,,17.5
Stand alone,Executive Information System ,Re-development,PC,3GL,M2,Yes,,1,Yes,Government,7842,,,
,Financial transaction process/accounting ,New Development,Multi,3GL,M2,Yes,,1,,,902,4.5,,4.5
,,New Development,MR,4GL,S,Yes,,1,,Insurance,435,3,0,3
,,New Development,PC,3GL,M2,Yes,,4,,Manufacturing,7439,7,0,7
,,New Development,MF,3GL,M1,Yes,,1,,Insurance,7016,21.4,13.4,21.4
Client server,Transaction/Production System ,Enhancement,PC,4GL,M1,,,1,No,Communication,1680,2,,2
Multi-tier / Client server,"Job, case, incident, project management ",New Development,Multi,3GL,S,Don't Know,,1,No,Communication,1562,3.1,0,3.1
,not recorded ,Enhancement,,,S,,,1,,Medical & Health Care,4497,14,,14
Stand alone,,New Development,PC,4GL,L,,,3,No,Government,3193,11,,11
,Trading ,Enhancement,,,M1,Yes,,1,,Professional Services,501,,,
,Financial transaction process/accounting ,Enhancement,Multi,4GL,M1,Yes,,1,,,2146,7.2,,7.2
Client server,Cars selling ,Enhancement,PC,3GL,M1,Yes,,3,No,Manufacturing,2287,4.9,,4.9
Multi-tier with web public interface,Financial application area ,Enhancement,Multi,3GL,M1,Yes,,1,,,912,5.3,,5.3
,Air Traffic Management ,New Development,MR,3GL,M1,,,1,,Service Industry,6590,6,,6
,Software for machine control ,New Development,,3GL,XS,,,1,,Manufacturing,180,24,,24
,Strategic planning ,New Development,MR,3GL,L,Don't Know,,1,No,Manufacturing,17560,8.5,0,8.5
,relatively complex application ,Enhancement,MF,3GL,M2,Yes,,1,,Communication,1430,,,
,,New Development,,4GL,M1,Don't Know,,1,Don't Know,,1394,4,0,4
Client server,Telecom & network management ,Enhancement,PC,3GL,,Yes,,4,,Communication,9076,5.5,0,5.5
,Management Information System ,Enhancement,,,M2,Yes,,2,No,Financial,1704,12,,12
Client server,Telecom Data Circuits and Revenue ,Enhancement,Multi,3GL,M1,Yes,,1,,Communication,1850,3.6,0.3,3.6
,Financial transaction process/accounting Data Warehouse ,Enhancement,,4GL,S,Yes,,1,,Financial,309,2.9,0,2.9
Stand alone,,New Development,MF,4GL,M1,Yes,,4,,Manufacturing,2540,5,0,5
,Utility ,New Development,PC,4GL,L,,,1,,Electronics & Computers,7388,15.1,,15.1
,not recorded ,Enhancement,,,M1,,,1,,Medical & Health Care,20972,11,,11
Stand alone,Management Information System ,New Development,MF,4GL,L,Yes,,4,No,Banking,36046,23,0,23
Stand alone,,New Development,PC,4GL,M2,Yes,,1,,Service Industry,4864,8,0,8
Client server,,Enhancement,,4GL,XS,,,1,,,864,2.6,0,2.6
Client server,,Enhancement,MF,3GL,M1,Yes,,1,,Manufacturing,3808,6,0,6
,Financial transaction process/accounting ,Enhancement,Multi,3GL,M1,Yes,,1,,,210,2.5,,2.5
,Management system ,Enhancement,MF,3GL,S,Don't Know,,1,No,Insurance,240,3,0,3
,,Enhancement,,3GL,S,,,1,,,2794,,,
,not recorded ,Enhancement,,,XXS,,,1,,Medical & Health Care,511,9,,9
,,New Development,PC,3GL,M2,Yes,,4,,Banking,2206,32,1.9,32
,Customer billing/relationship management ,Enhancement,MF,3GL,L,Don't Know,,1,No,Service Industry,1716,12,0,12
Client server,,New Development,PC,3GL,,,,4,,,5310,3,,3
Multi-tier / Client server,Financial transaction process/accounting ,New Development,Multi,3GL,S,Don't Know,,1,No,Banking,2099,3,0,3
,Financial transaction process/accounting ,New Development,Multi,3GL,M1,Yes,,1,,,2464,5.8,,5.8
Multi-tier,Transaction/Production System ,New Development,MF,3GL,M1,Don't Know,,1,No,Banking,1622,,,
Stand alone,Management of Licences and Permits ,Enhancement,MF,ApG,S,Yes,,1,,Government,2411,9.1,,9.1
,Financial transaction process/accounting ,Enhancement,Multi,3GL,S,Yes,,1,,,419,2.3,,2.3
Client server,Embedded system/real-time application ,Enhancement,Multi,4GL,M2,Yes,,1,,Defence,37730,,,
Multi-tier / Client server,Personnel system ,New Development,Multi,4GL,M1,Don't Know,,1,No,Medical & Health Care,1343,12.3,0,12.3
,Financial transaction process/accounting ,New Development,Multi,3GL,M1,Yes,,1,,,3660,9.4,,9.4
,,Enhancement,MF,3GL,XS,Yes,,1,,Insurance,134,3.2,0.17,3.2
,Financial transaction process/accounting ,Enhancement,Multi,3GL,M1,Yes,,1,,,1619,7.5,,7.5
Stand alone,Parts selling ,Enhancement,MF,3GL,XS,Yes,,3,No,Manufacturing,235,3.1,,3.1
,Financial transaction process/accounting ,New Development,Multi,3GL,M1,Yes,,1,,,1442,4.5,,4.5
,not recorded ,Enhancement,,,S,,,1,,Medical & Health Care,10383,25,,25
,not recorded ,Enhancement,,,XXS,,,1,,Medical & Health Care,1965,7,,7
Client server,Management Information System ,Re-development,,4GL,M2,Yes,,4,No,,1760,,,
Client server,Financial transaction process/accounting ,Enhancement,MF,3GL,M2,Yes,,1,,Insurance,8950,15,0,15
,Financial transaction process/accounting ,Enhancement,Multi,4GL,S,Yes,,1,,,486,2,,2
Stand alone,Decision Support System ,Enhancement,MF,4GL,M1,Yes,,4,No,Government,1875,5,0,5
Multi-tier / Client server,Sales contact management ,Enhancement,Multi,4GL,M2,Don't Know,,1,No,Manufacturing,3213,7.5,0,7.5
Stand alone,,Enhancement,MF,3GL,S,Yes,,1,,Insurance,864,8.1,0.07,8.1
Stand alone,,New Development,MR,3GL,M1,Yes,,1,,Communication,4141,3,,3
Client server,Management Information System ,New Development,PC,,M2,Yes,,4,No,,4107,,,
Stand alone,Online analysis and reporting ,Enhancement,MF,3GL,S,,,1,,Insurance,285,1.5,,1.5
,Financial transaction process/accounting ,Enhancement,MF,4GL,S,Yes,,1,,Financial,528,,,
Client server,Protocol in Building automation Protocol Enhancement ,Enhancement,PC,3GL,M1,Yes,,4,,Construction,9770,11,0,11
Stand alone,Management of Licences and Permits ,Enhancement,MF,ApG,S,Yes,,1,,Government,723,13.5,,13.5
Multi-tier,Customer relationship management ,Enhancement,Multi,3GL,M1,,,1,,Communication,280,6.2,,6.2
Client server,Telecom & network management ,Enhancement,MF,3GL,,Yes,,4,,Communication,5737,7.9,0,7.9
Stand alone,Management Information System ,Enhancement,MF,3GL,M2,Yes,,4,No,,7573,,,
Client server,Financial transaction process/accounting Client Server ,Enhancement,Multi,4GL,S,Yes,,1,,Financial,439,2.7,0,2.7
,Financial transaction process/accounting ,New Development,Multi,3GL,M1,Yes,,1,,,4189,7.5,,7.5
Multi-tier,,New Development,MF,3GL,M1,,,1,No,Financial,1865,6,,6
Client server,Transaction/Production System ,New Development,MF,3GL,M2,No,,1,No,Banking,10543,9,0,9
,,New Development,Multi,4GL,M2,Yes,,1,,Government,10744,27.4,0.4,27.4
Multi-tier / Client server,Strategic planning ,New Development,Multi,4GL,M2,Don't Know,,1,No,Medical & Health Care,1835,6,0,6
Client server,Financial transaction process/accounting Client Server ,Enhancement,Multi,4GL,S,Yes,,1,,Financial,123,2.9,0,2.9
Client server,Document management Online analysis and reporting Workflow support & management Complex process control ,Enhancement,MF,3GL,M2,Yes,,1,,Government,1829,6,0,6
,Financial transaction process/accounting ,New Development,Multi,4GL,M1,Yes,,1,,,4545,8,,8
,not recorded ,Enhancement,,,XXS,,,1,,Medical & Health Care,422,11,,11
Stand alone,Decision Support System ,Enhancement,PC,4GL,S,No,,1,,Communication,492,10,,10
,,Enhancement,MF,3GL,XXS,,,1,,,323,2.4,,2.4
Multi-tier / Client server,Financial application area ,Enhancement,Multi,4GL,M1,Yes,,1,,,976,3,,3
,Financial transaction process/accounting ,Enhancement,MF,3GL,M2,Don't Know,,1,No,Insurance,3334,5,0,5
Client server,relatively complex application ,Enhancement,Multi,4GL,M2,Yes,,1,,Communication,7514,,,
Stand alone,Management Information System ,Enhancement,MF,4GL,M1,Yes,,1,No,Government,890,2.5,,2.5
Multi-tier,Online analysis and reporting ,Enhancement,Multi,4GL,XXS,,,1,,Manufacturing,144,,,
Client server,Financial transaction process/accounting Client Server ,Enhancement,Multi,4GL,S,Yes,,1,,Financial,471,3.3,0,3.3
,not recorded ,Enhancement,,,XXS,,,1,,Medical & Health Care,620,7,,7
Multi-tier with web interface,relatively complex application ,Enhancement,Multi,4GL,M2,Yes,,1,,Communication,20164,,,
,not recorded ,Enhancement,,,M1,,,1,,Medical & Health Care,7220,15,,15
Client server,Catalogue/register of things or events ,New Development,Multi,3GL,M2,,,1,,Medical & Health Care,15492,12,,12
,,Enhancement,,3GL,S,,,1,,,7427,,,
,Transaction/Production System ,New Development,,3GL,M2,Yes,,4,Don't Know,Manufacturing,4196,19,,19
,,New Development,PC,3GL,L,Yes,,1,,Government,11480,37,,37
Multi-tier,Customisation (Add-ons) to a Product Data Management System ,Enhancement,Multi,3GL,M1,,,1,,Construction,300,11,0,11
Stand alone,Transaction/Production System ,New Development,MF,3GL,M1,Yes,,1,,Government,1831,5,,5
Multi-tier,Management of Licences and Permits ,Enhancement,Multi,3GL,XS,Yes,,1,,Government,551,12.7,,12.7
Stand alone,,Enhancement,MF,3GL,M1,Yes,,2,No,Insurance,597,7,,7
Multi-tier with web public interface,Financial application area ,New Development,Multi,3GL,M2,Yes,,1,,,2814,6.3,,6.3
Stand alone,Surveillance and security ,Enhancement,PC,3GL,XS,,Yes,1,,Banking,38,12,,12
,Financial transaction process/accounting ,Enhancement,Multi,3GL,M1,Yes,,1,,,2064,6.2,,6.2
,,New Development,MR,3GL,M2,Yes,,1,,Government,623,8,1,8
,,Enhancement,,,M1,,,1,,,1009,3.1,0,3.1
,Office Information System ,New Development,MR,ApG,M2,Yes,,1,No,Banking,4235,8,,8
Client server,Logistic or supply planning & control ,New Development,PC,4GL,,,,1,,,69420,12,,12
Stand alone,Inventory gathering and Managing ,Enhancement,MR,4GL,M2,Yes,,1,,Communication,3174,,,
,Software for machine control ,Enhancement,,3GL,XXS,,,1,,Manufacturing,125,24,,24
Client server,Embedded system/real-time application ,Enhancement,Multi,4GL,M1,Yes,,1,,Communication,2734,,,
,not recorded ,Enhancement,,,S,,,1,,Medical & Health Care,20150,15,,15
Client server,Financial transaction process/accounting Client Server ,Enhancement,Multi,4GL,XS,Yes,,1,,Financial,56,2.8,0,2.8
Stand alone,Exchange system ,Enhancement,MF,3GL,M1,Yes,,3,,Manufacturing,843,7,,7
,,Enhancement,,,XXS,,,1,,,14,1.7,0,1.7
Multi-tier,Customer billing ,Enhancement,Multi,3GL,S,,,1,,Communication,140,4.2,,4.2
,,New Development,,,M1,Don't Know,,1,Don't Know,,268,4,0,4
Stand alone,Transaction/Production System ,New Development,MF,3GL,M1,Yes,,1,No,Banking,2101,4,0,4
Stand alone,Transaction/Production System ,New Development,MF,3GL,M1,Yes,,1,No,,7760,12.4,0,12.4
Client server,Process management ,Enhancement,Multi,3GL,XS,Yes,,3,No,Manufacturing,910,6.2,,6.2
Client server,Management Information System ,Enhancement,MF,3GL,M1,Yes,,4,No,Wholesale & Retail,7158,6,,6
,not recorded ,Enhancement,,,XXS,,,1,,Medical & Health Care,630,7,,7
Stand alone,Financial transaction process/accounting ,Enhancement,MF,3GL,XS,Yes,,1,,Government,387,13.9,,13.9
Stand alone,,New Development,PC,4GL,M2,Yes,,4,,Service Industry,4917,9,0,9
Client server,Business Network Management ,Enhancement,MF,ApG,M2,Yes,,1,,Communication,3438,3,,3
,Management of Licences and Permits ,Enhancement,MF,ApG,M2,Yes,,1,,Government,1729,6,,6
Multi-tier,Customer relationship management ,Enhancement,Multi,4GL,M1,,,1,,Communication,403,2.1,,2.1
,Financial transaction process/accounting ,Enhancement,Multi,3GL,XS,Yes,,1,,,61,0.6,,0.6
,,New Development,Multi,3GL,M1,Yes,,1,,Manufacturing,1365,16,0.22,16
,,New Development,,,M2,Don't Know,,1,Don't Know,,4820,13,0,13
,Financial transaction process/accounting ,New Development,Multi,3GL,M1,Yes,,1,,,568,3.6,,3.6
,,Enhancement,,,M1,Don't Know,,1,Don't Know,,696,5,0,5
,,Enhancement,,3GL,M1,Yes,,1,,Communication,18881,29,0,29
,,Enhancement,,3GL,S,Don't Know,,1,Don't Know,,493,10,0,10
,Integration ,Enhancement,,3GL,M1,,,1,,Communication,348,3.4,,3.4
Stand alone,Reporting ,Enhancement,MF,3GL,XS,Yes,,1,,Government,355,19.9,,19.9
,,New Development,MF,3GL,L,Yes,,1,,Government,3338,15,,15
,Management Information System ,New Development,PC,4GL,M2,Yes,,1,No,Medical & Health Care,763,18,3,18
,,Enhancement,MF,3GL,XS,,,1,,,217,1,,1
Stand alone,Office Information System Functional Specification System ,New Development,PC,4GL,M2,Yes,,1,No,Construction,2620,8,,8
Stand alone,Transaction/Production System ,New Development,MF,3GL,M1,,,1,No,Communication,5219,2,,2
Multi-tier with web public interface,Course management system Dynamic website ,New Development,PC,3GL,M1,Yes,,1,,Education,899,3,,3
Multi-tier / Client server,Management or performance reporting ,Enhancement,Multi,4GL,L,Don't Know,,1,No,,3548,,0,
Stand alone,Operating system or software utility (Re-usable component) ,New Development,PC,3GL,XS,Yes,,4,,Insurance,105,2,,2
,,Enhancement,,,XS,,,1,,,117,1.1,0,1.1
Stand alone,Products management ,Enhancement,MF,2GL,M2,Yes,,3,No,Manufacturing,1692,11.2,,11.2
Multi-tier,Customer relationship management ,Enhancement,Multi,3GL,S,,,1,,Communication,124,4.3,,4.3
,,Enhancement,MF,3GL,S,Yes,,1,,Insurance,821,4,0.03,4
,Financial transaction process/accounting ,Enhancement,Multi,4GL,M1,Yes,,1,,,2387,6.5,,6.5
,,New Development,,,M2,Don't Know,,1,Don't Know,,14880,10,0,10
,relatively complex application ,Enhancement,MF,3GL,M1,Yes,,1,,Communication,3442,,,
Multi-tier / Client server,Trading ,New Development,Multi,4GL,M1,Don't Know,,1,No,Utilities,1327,9.2,0,9.2
Multi-tier,,Re-development,MF,3GL,,Yes,,4,,Manufacturing,2372,4,0,4
Multi-tier / Client server,Financial transaction process/accounting ,Enhancement,Multi,3GL,M1,Don't Know,,1,No,Insurance,1073,2.5,0,2.5
,,New Development,,,M1,Don't Know,,1,Don't Know,,1220,5,0,5
